day,mae,mape,nrmse,nmax,mase
2010-02-14,0.3857826446213256,0.3732585387378926,0.19505667306551672,0.3825749343483926,0.5412361590543012
2010-02-15,0.4722189066608746,0.4421205482252169,0.16070798600763195,0.5199859835768952,0.6625024501162464
2010-02-16,0.40185942538248165,0.4670267976350025,0.17363846937236277,0.39535272500482566,0.563791178546345
2010-02-17,0.6487697982814576,0.662633519883259,0.20935080599066955,0.7674295084167307,0.9101956208448873
2010-02-18,0.4463149340596464,0.7050705964018816,0.21123581254959511,0.6471793861966524,0.6261603107525162
2010-02-19,0.520678067806032,0.736695673867097,0.19825296709174461,0.40910160656713723,0.730488531436579
2010-02-20,0.457120101486312,0.7015413659955482,0.19739246817261047,0.4963603536188893,0.6413194875518964
2010-02-21,1.0735644880255064,1.2126420328212106,0.23926335156290168,0.7486611717488413,1.5061639710785026
2010-02-22,0.545294774747557,0.9216600433166668,0.18685265877864507,0.4374376626222,0.7650246934421931
2010-02-23,0.5952036900917689,1.074020955075828,0.18689014351895009,0.6026589216849905,0.8350447164268515
2010-02-24,0.4718841826425659,0.5036949313417419,0.15173479530547548,0.5542712382673958,0.6620328469743257
2010-02-25,0.4386069006257587,0.43020347185945784,0.2783628385709915,0.6644815420577088,0.615346277338145
2010-02-26,0.5858545286509725,0.5237453688535194,0.20348657050572597,0.594929013072618,0.821928252274966
2010-02-27,0.5971655320035086,0.8676604718406157,0.24003470708853403,0.5712189795694355,0.8377970947305049
2010-02-28,1.0825139352493816,2.816512316910217,0.9579640820319631,1.6491994799400869,1.5187196536853858
2010-03-01,0.5778244417534935,1.1156720604246984,0.2697530853130545,0.7413051763718058,0.810662391952167
2010-03-02,0.4971657884697119,1.2923522596439188,0.40190534831482827,0.7029125046008623,0.697501833004116
2010-03-03,0.46368021161423795,0.9864567966016402,0.43173700506287493,0.9244905421895426,0.6505230348293978
2010-03-04,0.6659955969161458,1.6368528633239634,0.6286655481470882,1.0365158300795312,0.934362662104177
2010-03-05,0.425872203830878,0.7026282928310805,0.24293953452391234,0.7500027131498835,0.5974800553188837
2010-03-06,0.6960257116907173,1.798384397900105,0.5271569085379094,0.9985829239152587,0.9764935982755093
2010-03-07,0.43749401993685294,0.7059016691240837,0.21387496610116272,0.7703120079781015,0.6137849544586766
2010-03-08,0.8802829951935344,0.5324204578154735,0.25673200513327454,0.8104115388079581,1.234998499393426
2010-03-09,0.33038176886969145,0.4921000209143327,0.1609647119824611,0.538446790497165,0.46351115608147053
2010-03-10,0.4429892614642779,0.4533294936123886,0.22640615045089008,0.5735402562900889,0.6214945377145502
2010-03-11,0.40299312432010975,0.5155963654734685,0.1438068830012505,0.4480390927103772,0.5653817085172514
2010-03-12,0.4529871859557099,0.6141959590587561,0.20205534187090174,0.5456118427238892,0.635521188020629
2010-03-13,0.6023201336251365,0.5778638161038959,0.18560399403872668,0.5427256018093486,0.8450287751133365
2010-03-14,0.8576501913825672,1.5853339079771647,0.28072076613203656,0.49616430633341685,1.203245666615525
2010-03-15,0.36225660238332225,0.48264450989056334,0.14498866952086126,0.35511870948391033,0.5082301518733802
2010-03-16,0.3682392203330993,0.5028675422910939,0.2199460846045648,0.5069831621985459,0.5166235029102185
2010-03-17,0.4661330367631383,0.4560649597440633,0.1866886615457302,0.6937721784759819,0.6539642411172693
2010-03-18,0.40624764465490976,0.6771837411204028,0.15721222294342174,0.3447959125324232,0.5699476580490151
2010-03-19,0.321212842984332,0.34752939202090394,0.1696098824091539,0.47678293407765204,0.4506475545223163
2010-03-20,0.46431539648937853,0.5925474528105813,0.1861541317425943,0.47390403020006666,0.6514141713978867
2010-03-21,0.6866194761865669,1.0613921808146458,0.21883797257252352,0.4495789278044863,0.9632970617117048
2010-03-22,0.3453152991738584,0.5317691755584745,0.21013079005687588,0.4880281614893021,0.48446224523915404
2010-03-23,0.4021389704459244,0.5152521595021979,0.16761662661849305,0.4797073967201087,0.5641833680305787
2010-03-24,0.5769934507045481,0.5413840877980243,0.23241440431989274,0.66208310151797,0.8094965478951303
2010-03-25,0.2781305006696118,0.41894856550714793,0.15979377658287489,0.4253698949365101,0.3902049145990771
2010-03-26,0.39473636703358755,0.5900795819646091,0.17539378577133155,0.44275304619081735,0.5537978395633035
2010-03-27,0.5873621312995752,0.6059605765950318,0.1713526342874464,0.5369896411445547,0.8240433527811349
2010-03-28,0.817487341343032,1.1082763218807028,0.2458766183906234,0.5599724020511762,1.1468989465254882
2010-03-29,0.37521113918556104,0.43744921970444306,0.22646951922269315,0.6056364638933885,0.526404799797352
2010-03-30,0.39415878800219956,0.3731507240390062,0.20189557034739145,0.539955779203158,0.552987521471349
2010-03-31,0.5010460725161764,0.5394939819980252,0.19598637106036845,0.700054354469903,0.7029457016245139
2010-04-01,0.3029571363727251,0.43569623877303093,0.12537890241413285,0.3894392512359473,0.42503559746554687
2010-04-02,0.40110432598061035,0.5375967756823533,0.18338578587017998,0.37431460566219704,0.5627318071472657
2010-04-03,0.5617653559903304,0.7454146986185747,0.29100988337614864,0.7787796214517985,0.7881321977675385
2010-04-04,0.6905430010272395,1.1471976168808078,0.27105786589870423,0.6871254887728478,0.9688015952730945
2010-04-05,0.5813117855456139,1.127491354296607,0.18747697555198112,0.7005260771617561,0.8155549826004629
2010-04-06,0.4842707104722659,0.5803014422612595,0.1866971600055318,0.50036055571372,0.6794106031798869
2010-04-07,0.3900234060962995,0.5484368350705293,0.16624547435919196,0.37746265137365254,0.5471857617235278
2010-04-08,0.24431458700365485,0.38030786035318914,0.11925590322649254,0.3528777264102737,0.34276266834292535
2010-04-09,0.5350301025324398,1.1108581153168604,0.3359624359276296,0.9316925887577873,0.7506238077592337
2010-04-10,0.7701142987231413,1.622733261471951,0.40789334317685466,0.9041138461288255,1.0804366419408096
