day,mae,mape,nrmse,nmax
2010-04-18,0.7861402751247087,1.0697416665998405,0.37249738398636706,0.9646576085119672
2010-04-19,0.48323609268301065,0.42874708587254257,0.2201053778403876,0.9566725116300745
2010-04-20,0.5031624888251226,0.3825045054844818,0.27962050709439557,0.8649197261237334
2010-04-21,0.4113264010336664,0.4795995540685348,0.34702984887226485,0.9481309100231315
2010-04-22,0.4942097112662262,0.8051605573902533,0.3072141277525776,0.7567068532857635
2010-04-23,0.4512527845256858,0.7025397144186368,0.38262706504123495,0.8085323912229587
2010-04-24,1.0029875031067264,1.2698742823224698,0.4193999301547152,0.9801492018446508
2010-04-25,1.2343305303619967,1.8197962986897125,0.582849835743351,1.1654830349431635
2010-04-26,0.983006944247418,1.8937994970503487,0.5663149332521518,1.199523538495882
2010-04-27,0.700230573956834,1.081961658605245,0.41778949827381456,0.9620968782199785
2010-04-28,0.5435152679493029,1.1766313602305336,0.43743897147210137,1.1292090322324393
2010-04-29,0.4824903006318542,0.6889099730589924,0.38536929039948886,0.9815157142353371
2010-04-30,0.6345750248640776,1.0116622165433926,0.3220884671077361,0.9833409524507051
2010-05-01,0.6996069662047758,0.900586190515015,0.3450181331257212,0.9061507934681655
2010-05-02,1.1175861098878912,0.8158193888638356,0.35755423930973496,0.9729179485271852
2010-05-03,0.931522211846047,1.6769403261038651,0.46393100202418763,1.3131175562072384
2010-05-04,0.4631375124067068,0.45248083473291806,0.3304239188692926,0.7932832323227121
2010-05-05,0.40264167747596896,0.30716852160119124,0.1848946565904574,0.6576307655007358
2010-05-06,0.5259375039587418,0.6994935760625752,0.5334462460284208,1.8123591035007278
2010-05-07,0.4643569499760867,0.427183916209199,0.30041070837847966,0.7112159896299717
2010-05-08,0.8958069484045108,1.3970379594705096,0.3153806046610597,0.686189750927493
2010-05-09,0.582533338496089,0.7221079003471523,0.2504830218953272,0.9432378311911577
2010-05-10,0.6417819448010789,0.70738287128001,0.3274539904088701,0.7161327337544622
2010-05-11,0.6245944482862948,0.7935329221178259,0.33713431820556855,1.0286570210569506
2010-05-12,0.771151400411129,0.7354127375284748,0.32054459448173045,0.8659793719528459
2010-05-13,0.7458966363866897,1.1217093864182244,0.30451006909804484,0.9213447370920281
2010-05-14,0.5774672306958171,0.5373663029807036,0.36893106806858184,1.0825505521708738
2010-05-15,0.8389208305342329,0.7536288733744573,0.30788460732092804,0.974230875779553
2010-05-16,0.8804597045547432,0.7914312102479778,0.24711505850565688,0.8126067257798626
2010-05-17,0.9899638867927921,1.2803102763207226,0.5880698476752046,1.8094967597602511
2010-05-18,0.3087930791662799,0.40712062500767293,0.27789736622476924,0.7399030240131089
2010-05-19,0.3806138902998633,0.5528792368235739,0.20385211904811587,0.4985774123461605
2010-05-20,0.4243125031951401,0.7919349984627936,0.43387808899406094,1.5110234350986345
2010-05-21,0.3897124857578012,0.4914944010767064,0.25691121139011963,0.6635720493990462
2010-05-22,0.6525972261746724,0.4228080003920062,0.2457825196630799,0.8470340918988079
2010-05-23,0.6927861053701904,0.9681757702112858,0.4473251005099885,1.4525285027073118
2010-05-24,0.6501166775928603,1.0190940009551872,0.32788055548959566,0.8575114888508594
2010-05-25,0.47174304099645875,0.7277528419544993,0.36630748063632024,0.9832565017965721
2010-05-26,0.35352082262569,0.3442064380456009,0.20890667672447538,0.8076659614000525
2010-05-27,0.437745835625132,0.5107847290747413,0.34782414948250084,1.4675537681082866
2010-05-28,0.48898471433387863,0.6232330924902465,0.33569852719516774,0.8213020843837517
2010-05-29,0.6982166569183269,0.4960790514471552,0.29763448870751985,0.8552461509836101
2010-05-30,0.8710360980886552,1.2993710894896549,0.2885704710114416,0.6682855514039903
2010-05-31,0.6863096984992425,1.0849980712878755,0.4654411395193181,1.699695607799108
2010-06-01,0.48143193408515716,0.8175675132375563,0.31247789897540007,0.7386661007799155
2010-06-02,0.4275708630386326,0.8689873751027916,0.38640106863910095,0.7934220979056883
2010-06-03,0.5129860947645373,0.6340195991809252,0.28251501843545085,0.9097758837985348
2010-06-04,0.5652666611767478,0.8446990261454825,0.3169107435971483,0.992266916837141
2010-06-05,0.7082847167218725,0.45195549609893115,0.28701591893022993,0.7820503262083165
2010-06-06,0.9217722384201156,1.3122887751514078,0.38839383256779136,0.9170420917219838
2010-06-07,0.9764097190529109,2.086819362302908,0.6395658897278012,1.5066874622955544
2010-06-08,0.439191677721507,0.4748843249023862,0.23710460342516756,0.5029828344387842
2010-06-09,0.516625005144543,0.5709301147431853,0.26884143221281603,0.6410938809519727
2010-06-10,0.4733416643248664,0.677175367153183,0.37527696345005124,1.1753125975468208
2010-06-11,0.4128930510179864,0.5595224527174459,0.28236545801318685,0.7957785411437702
2010-06-12,0.6172980809203795,0.47765480882741745,0.29214014601768207,0.7883978773173533
2010-06-13,0.8050463552941879,1.144529936653505,0.34876053989086564,0.7624942663228605
2010-06-14,0.7495666636187169,1.1248767075621824,0.4837831461262535,1.1032007065489977
2010-06-15,0.33187918714053105,0.5279033130247901,0.2847785162480048,0.6910003933250973
2010-06-16,0.6164986187429892,0.6073320189229146,0.345156550753192,0.9934608109584199
2010-06-17,0.6795236263102954,1.6268544384142194,0.5762541041685093,1.4505441202046732
2010-06-18,0.3815791582264834,0.45778522001356964,0.27550139791093187,0.8977972662946131
2010-06-19,0.5946055561004413,0.7420419692538647,0.22846383460690362,0.8026004537079259
2010-06-20,0.6796986257725294,0.6458059317203485,0.32302453693888206,0.9393743344691524
2010-06-21,0.5760083337364924,0.6508101992842723,0.21394033503005094,0.5833123821923625
2010-06-22,0.5914652784948549,0.7758688645896333,0.336862242554636,0.8667516777508386
2010-06-23,0.58576666596863,0.7479146893227474,0.22258493435769897,0.8923476641164575
2010-06-24,0.45427220945987434,0.7705573091032932,0.424532330624138,1.664815424471848
2010-06-25,0.45090694686373073,0.8042331788225607,0.3540196344195466,0.8908988213026667
2010-06-26,0.4712125120982528,0.9102617854403482,0.3410260539129029,0.8712750791422934
2010-06-27,0.4799861244733135,0.6653293999487784,0.255737340944217,0.9798326519761303
2010-06-28,0.6762472202501364,0.7814114923761473,0.437949270687565,0.8396640842062789
2010-06-29,0.611041467778653,0.8666945701498098,0.24343126900066334,0.602219498606569
2010-06-30,0.5755085475352075,0.870259900861079,0.3476164811017084,0.9545744068857619
2010-07-01,0.601693059328364,0.7351952156116512,0.2334200389411493,0.9985825240218109
2010-07-02,0.5832152691562971,0.8260167882237983,0.43223981796213584,1.4573068681798853
2010-07-03,0.5195735998471578,0.758469895919858,0.3202203748148216,0.9641556839426901
2010-07-04,0.7168291581398911,0.8075184093613883,0.39087575832232957,0.7571342771794317
2010-07-05,1.0335229260355234,2.7416424575027456,0.9048593474217902,1.4268907856213773
