day,mae,mape,nrmse,nmax,mase
2010-02-12,0.5577267589012782,0.7932900961652654,0.30120726877063864,0.5983947489150183,0.7824662228800678
2010-02-13,0.6080591630253527,0.5836786165278408,0.17451409696844947,0.7380790037950378,0.8530803820805749
2010-02-14,0.4706444249186936,0.7355177428447505,0.22186092888233389,0.4898303398837286,0.6602935211700631
2010-02-15,0.8210115649527973,0.9185216642206079,0.24527575929717693,0.696152031408606,1.1518432779431707
2010-02-16,0.5468679232252969,0.7069406751162616,0.2517490028890986,0.6975790890983938,0.7672317518767419
2010-02-17,0.6613511600308949,0.75616846238335,0.19646501533955496,0.6984767966605028,0.9278467205091091
2010-02-18,0.5913131561160087,0.9401151440883133,0.24443790054488523,0.5234448013977472,0.8295864676044411
2010-02-19,0.7673611969802114,1.1153590119480992,0.29533091863215993,0.5484411950257198,1.0765741607390136
2010-02-20,0.5712120927155019,0.7866770384186363,0.23595060362117506,0.5948797967021277,0.8013855557711048
2010-02-21,0.8644488473773003,0.6961670719718427,0.2191898814522475,0.7873209251099673,1.2127838832995148
2010-02-22,0.9350150586618318,1.6873870632893944,0.29899478124464973,0.8292655284306533,1.3117851880164322
2010-02-23,0.6693871194607682,1.3545392008572357,0.2188337952625237,0.7378352296540754,0.9391208197377306
2010-02-24,0.4746182777391539,0.5335158838943891,0.17379910849738084,0.8071650169255574,0.6658686626835031
2010-02-25,0.2921433775305748,0.40960094790457346,0.1853684110155129,0.4487419655107178,0.40986436728641357
2010-02-26,0.641749252430598,0.6047520946745598,0.22214878737812935,0.6797361676067366,0.9003461024081166
2010-02-27,0.552614675341712,0.8526239001652548,0.2221316901914489,0.5678110402759319,0.7752941934766713
2010-02-28,0.8527341963966687,2.290136724998573,0.7565843878649643,1.1882988284103615,1.1963487408953188
2010-03-01,0.45782901572386425,0.8260241920504393,0.19035916760242777,0.6425981272967641,0.6423140631876363
2010-03-02,0.6946441999958622,1.871009817318211,0.5655679592026622,0.9986702581233906,0.9745553978566027
2010-03-03,0.5885477042747869,1.4535938195508011,0.5231973946271273,0.9287868295883179,0.8257066597554859
2010-03-04,0.7144247768527933,1.7997570091099842,0.6656180139177129,1.1434223570032602,1.002306681101686
2010-03-05,0.4902282068378396,0.9548367904771781,0.2482786613357769,0.4814186260509951,0.6877687097340272
2010-03-06,0.6724676721923881,1.7053259939761014,0.5252718321420919,0.9982920930051206,0.9434427003393393
2010-03-07,0.567632422361109,0.9748388128679673,0.2276754325607875,0.5733225671548647,0.796363434998425
2010-03-08,0.8904750805623,0.5829390689743682,0.258962736039213,0.8635908366505963,1.249297548909142
2010-03-09,0.6266615113973617,0.881188311390392,0.29832552551579355,0.6596534165961684,0.8791786623496081
2010-03-10,0.3873836761885219,0.47575035196344,0.21381429523971943,0.6933542377762354,0.5434823362425067
2010-03-11,0.7071422511796156,0.9377098810278276,0.24094099436636227,0.7087372382759318,0.9920896164448922
